reranker_margin_threshold,base_margin_threshold,minimum_base_score,minimum_selected_margin,n,coverage,overall_accuracy,selective_accuracy,abstention_rate,reranker_selection_rate,hybrid_selection_rate,agreement_rate
0.0,0.15,0.95,0.05,252,0.7857142857142857,0.2619047619047619,0.3333333333333333,0.2142857142857143,0.5436507936507936,0.027777777777777776,0.42857142857142855
0.0,0.15,0.95,0.1,252,0.75,0.25793650793650796,0.3439153439153439,0.25,0.5436507936507936,0.027777777777777776,0.42857142857142855
0.0,0.25,0.0,0.0,252,1.0,0.2698412698412698,0.2698412698412698,0.0,0.5674603174603174,0.003968253968253968,0.42857142857142855
0.0,0.25,0.0,0.02,252,1.0,0.2698412698412698,0.2698412698412698,0.0,0.5674603174603174,0.003968253968253968,0.42857142857142855
0.0,0.25,0.0,0.05,252,1.0,0.2698412698412698,0.2698412698412698,0.0,0.5674603174603174,0.003968253968253968,0.42857142857142855
0.0,0.25,0.0,0.1,252,1.0,0.2698412698412698,0.2698412698412698,0.0,0.5674603174603174,0.003968253968253968,0.42857142857142855
0.0,0.25,0.9,0.0,252,1.0,0.2698412698412698,0.2698412698412698,0.0,0.5674603174603174,0.003968253968253968,0.42857142857142855
0.0,0.25,0.9,0.02,252,0.9801587301587301,0.2698412698412698,0.27530364372469635,0.019841269841269882,0.5674603174603174,0.003968253968253968,0.42857142857142855
0.0,0.25,0.9,0.05,252,0.9682539682539683,0.2698412698412698,0.2786885245901639,0.031746031746031744,0.5674603174603174,0.003968253968253968,0.42857142857142855
0.0,0.25,0.9,0.1,252,0.9642857142857143,0.2698412698412698,0.27983539094650206,0.0357142857142857,0.5674603174603174,0.003968253968253968,0.42857142857142855
0.0,0.25,0.925,0.0,252,1.0,0.2698412698412698,0.2698412698412698,0.0,0.5674603174603174,0.003968253968253968,0.42857142857142855
0.0,0.25,0.925,0.02,252,0.8968253968253969,0.2698412698412698,0.3008849557522124,0.10317460317460314,0.5674603174603174,0.003968253968253968,0.42857142857142855
0.0,0.25,0.925,0.05,252,0.876984126984127,0.2698412698412698,0.3076923076923077,0.12301587301587302,0.5674603174603174,0.003968253968253968,0.42857142857142855
0.0,0.25,0.925,0.1,252,0.8690476190476191,0.2698412698412698,0.3105022831050228,0.13095238095238093,0.5674603174603174,0.003968253968253968,0.42857142857142855
